"","Squad","Player","Age","Gls","Ast","PK","CrdY","CrdR","xG_Expected","xA_Expected","single_pos","Min_percent_Playing_Time","Subs_Subs","unSub_Subs","Plus_Minus_Team_Success","On_minus_Off_Team_Success_xG","Sh_Standard","SoT_percent_Standard","npxG_per_Sh_Expected","Att_Total","Cmp_percent_Total","PrgDist_Total","KP","PPA","CrsPA","Prog","Tkl_Tackles","Tkl_percent_Vs_Dribbles","Press_Pressures","_percent_Pressures","Blocks_Blocks","Int","Clr","Err","GA","SoTA","Save_percent","CS","player_height_mtrs","player_market_value_euro","forward","defender","midfield","keeper"
"109","Lazio","Jovane Cabral","23",1,0,0,0,0,0.9,0.5,"FW",5.6,1,12,1,1.23,6,16.7,0.15,36,88.9,70,2,0,0,1,3,0,47,34,2,1,1,0,0,0,0,0,"1.74",5500000,1,0,0,0
"110","Lazio","Vedat Muriqi","27",0,0,0,1,0,0.4,0,"FW",6.3,10,12,-5,-0.88,4,50,0.1,69,66.7,65,0,2,0,2,1,0,39,17.9,2,1,1,0,0,0,0,0,"1.94",7e+06,1,0,0,0
"111","Lazio","Raúl Moro","18",0,1,0,0,0,0.3,0.2,"FW",5.9,10,24,-3,-0.82,2,50,0.15,87,86.2,135,5,2,1,3,2,40,36,13.9,4,1,0,0,0,0,0,0,"1.69",2800000,1,0,0,0
"112","Lazio","Luka Romero","16",0,0,0,0,0,0,0,"FW",2.5,8,21,1,-1.05,1,100,0.02,35,94.3,40,1,1,1,0,3,25,29,24.1,1,2,0,0,0,0,0,0,"1.65",1e+06,1,0,0,0
"113","Lazio","Gonzalo Escalante","28",0,0,0,0,0,0,0,"MF",0.3,1,15,0,-2.2,0,0,0,5,80,10,0,0,0,0,1,100,3,0,2,0,1,0,0,0,0,0,"1.82",2500000,0,0,1,0
"114","Lazio","Denis Vavro","25",0,0,0,0,0,0,0,"DF",0.2,1,12,0,0.9,0,0,0,6,100,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1.89",3e+06,0,1,0,0
"115","Roma","Rui Patrício","33",0,0,0,2,0,0,0.4,"GK",100,0,0,16,0,0,0,0,1071,76.6,14572,2,0,0,2,0,0,4,25,1,0,0,1,43,141,73,15,"1.9",6e+06,0,0,0,1
"116","Roma","Tammy Abraham","23",17,4,3,9,0,20.5,3.6,"FW",90.2,1,0,16,0.67,93,34.4,0.2,694,72,1755,35,28,4,61,34,43.5,467,29.6,33,15,31,0,0,0,0,0,"1.94",5e+07,1,0,0,0
"117","Roma","Gianluca Mancini","25",0,0,0,16,1,2.3,0.5,"DF",84.2,0,1,10,-1.12,24,25,0.09,1790,85.7,11209,6,17,3,118,59,60,400,35.8,41,50,92,0,0,0,0,0,"1.9",2.1e+07,0,1,0,0
"118","Roma","Rick Karsdorp","26",0,2,0,9,1,0,4.9,"DF",84.3,4,0,15,0.22,2,50,0.02,1831,82,10340,41,60,22,174,61,56.3,333,28.8,29,53,29,0,0,0,0,0,"1.84",1.3e+07,0,1,0,0
"119","Roma","Bryan Cristante","26",2,0,0,9,0,2.3,1.6,"MF",78.3,5,0,9,-0.04,39,12.8,0.06,1794,82.4,9513,21,23,2,178,86,55.4,615,31.2,45,47,56,0,0,0,0,0,"1.86",2e+07,0,0,1,0
"120","Roma","Henrikh Mkhitaryan","32",5,6,0,4,1,3.8,4.6,"MF",73,2,1,14,-0.05,55,27.3,0.07,1172,82.7,4126,38,42,6,112,48,31.5,564,30.1,47,43,25,0,0,0,0,0,"1.77",8e+06,0,0,1,0
"121","Roma","Lorenzo Pellegrini","25",9,3,2,8,1,9.1,6.2,"MF",66.9,1,0,10,0.36,90,30,0.08,1088,71.8,5200,68,38,6,97,36,27.5,478,23.8,28,35,18,0,0,0,0,0,"1.86",4.5e+07,0,0,1,0
"122","Roma","Jordan Veretout","28",4,8,1,6,0,4.6,4.4,"MF",67.8,10,0,15,-0.18,27,29.6,0.11,1431,84.5,6621,53,18,3,107,45,33.3,413,30,16,27,26,0,0,0,0,0,"1.77",1.7e+07,0,0,1,0
"123","Roma","Chris Smalling","31",3,0,0,0,0,1.7,0.1,"DF",61.1,4,3,7,-0.22,11,27.3,0.16,1038,89.3,5052,1,0,0,30,37,52,184,42.9,45,36,91,1,0,0,0,0,"1.94",8e+06,0,1,0,0
"124","Roma","Nicolò Zaniolo","22",2,1,0,12,2,4.8,2.6,"FW",57.6,5,2,4,-0.58,70,28.6,0.07,553,71.4,1678,25,23,2,53,27,28.6,365,26.3,16,15,6,0,0,0,0,0,"1.9",3.3e+07,1,0,0,0
"125","Roma","Matías Viña","23",0,1,0,2,0,0.7,1.4,"DF",45.8,8,8,2,-0.21,12,25,0.06,841,79.3,5026,11,14,6,63,49,42,306,25.5,42,42,35,0,0,0,0,0,"1.8",7500000,0,1,0,0
"126","Roma","Marash Kumbulla","21",0,0,0,6,0,0.8,0,"DF",30,4,18,4,0.63,7,42.9,0.11,632,86.4,3326,2,0,0,23,26,45.5,180,37.2,15,18,30,0,0,0,0,0,"1.91",1.6e+07,0,1,0,0
"127","Roma","Sérgio Oliveira","29",2,0,1,5,0,1.4,1.5,"MF",26.1,1,1,-1,-0.04,11,45.5,0.07,499,81.2,2134,14,8,0,28,30,44.4,247,33.6,15,13,11,0,0,0,0,0,"1.81",1.2e+07,0,0,1,0
"128","Roma","Nicola Zalewski","19",0,0,0,1,0,0.4,0.6,"DF",23.2,7,18,5,-0.08,9,33.3,0.04,503,78.5,2501,10,7,3,22,33,37.5,179,30.7,18,24,8,0,0,0,0,0,"1.75",1.2e+07,0,1,0,0
"129","Roma","Stephan El Shaarawy","28",3,0,0,1,0,3,2.4,"DF",30.8,19,4,2,0.38,39,33.3,0.08,586,83.1,2380,31,30,5,58,17,71.4,155,27.1,17,16,7,0,0,0,0,0,"1.78",6e+06,0,1,0,0
"130","Roma","Ainsley Maitland-Niles","23",0,0,0,0,0,0.4,0.4,"DF",14.2,1,10,2,0.37,3,66.7,0.14,320,76.6,1559,5,7,3,22,5,25,80,37.5,17,13,7,0,0,0,0,0,"1.8",1e+07,0,1,0,0
"131","Roma","Felix Afena-Gyan","18",2,0,0,5,1,1.9,0.2,"FW",19.5,11,8,4,0.05,18,38.9,0.1,164,76.2,264,5,6,2,10,8,44.4,222,24.8,5,5,0,0,0,0,0,0,"1.75",6e+06,1,0,0,0
"132","Roma","Eldor Shomurodov","26",3,4,0,2,0,4,2.2,"FW",22.9,23,9,7,0.49,31,35.5,0.13,232,68.5,645,17,8,3,12,7,0,192,21.9,6,6,4,0,0,0,0,0,"1.9",8e+06,1,0,0,0
"133","Roma","Carles Pérez","23",1,1,0,2,0,1.4,0.6,"MF",16.2,16,16,11,0.27,28,28.6,0.05,248,84.7,784,12,9,0,18,7,18.2,142,31,7,3,0,0,0,0,0,0,"1.73",6e+06,0,0,1,0
"134","Roma","Riccardo Calafiori","19",0,1,0,2,0,0,0.8,"DF",5.1,4,12,0,-0.92,0,0,0,83,80.7,337,1,2,1,3,3,33.3,35,31.4,4,5,1,0,0,0,0,0,"1.85",3500000,0,1,0,0
"135","Roma","Amadou Diawara","24",0,0,0,0,0,0,0,"MF",5,2,25,0,-0.43,1,0,0.01,70,78.6,222,1,0,0,3,4,50,30,23.3,2,0,2,0,0,0,0,0,"1.83",6e+06,0,0,1,0
"136","Roma","Leonardo Spinazzola","28",0,0,0,1,0,0.1,0.1,"DF",3.7,1,4,2,0.68,2,0,0.03,73,86.3,364,1,3,2,5,0,0,13,0,5,2,1,0,0,0,0,0,"1.86",2e+07,0,1,0,0
"137","Roma","Borja Mayoral","24",0,0,0,0,0,0.1,0,"FW",2.8,4,11,2,0.3,1,0,0.1,39,74.4,51,0,0,0,1,0,0,11,45.5,0,0,0,0,0,0,0,0,"1.82",9e+06,1,0,0,0
"138","Roma","Ebrima Darboe","20",0,0,0,0,0,0,0,"MF",1.8,0,21,2,0.21,1,0,0.03,40,95,150,0,0,0,1,2,0,10,30,0,2,0,1,0,0,0,0,"1.79",2e+06,0,0,1,0
"139","Roma","Edoardo Bove","19",1,0,0,0,0,0,0,"MF",2,11,21,4,1.55,1,100,0.01,36,86.1,153,0,0,0,5,1,0,24,37.5,2,2,1,0,0,0,0,0,"1.79",1100000,0,0,1,0
"140","Roma","Cristian Volpato","17",1,0,0,0,0,0.1,0,"MF",1.1,3,5,2,2.89,1,100,0.06,27,74.1,53,1,0,0,2,0,0,7,42.9,0,0,0,0,0,0,0,0,"1.87",9e+05,0,0,1,0
"141","Roma","Bryan Reynolds","20",0,0,0,0,0,0,0,"DF",0.1,1,10,1,1.14,0,0,0,2,100,8,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"1.85",3500000,0,1,0,0
"142","Roma","Dimitrios Keramitsis","17",0,0,0,0,0,0,0,"DF",0,1,6,0,-0.66,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"1.93",0,0,1,0,0
"143","Fiorentina","Cristiano Biraghi","28",4,1,1,5,1,3.3,5.8,"DF",92.2,0,0,7,0.12,37,45.9,0.05,2585,80.6,16226,70,64,36,159,37,42.2,305,33.1,46,38,29,4,0,0,0,0,"1.85",1e+07,0,1,0,0
"144","Fiorentina","Nikola Milenković","23",1,0,0,10,1,2.1,0,"DF",85.6,0,2,5,0.02,23,39.1,0.09,2097,89.8,11384,1,1,0,89,46,65.8,288,35.4,43,75,88,0,0,0,0,0,"1.95",2e+07,0,1,0,0
"145","Fiorentina","Pietro Terracciano","31",0,0,0,0,0,0,0,"GK",83.7,1,5,9,0.71,0,0,0,1523,80,19266,1,1,0,1,0,0,3,33.3,0,0,0,1,43,95,56.8,9,"1.93",1500000,0,0,0,1
"146","Fiorentina","Giacomo Bonaventura","31",4,4,0,8,1,5.1,2.5,"MF",66.3,3,1,13,0.5,45,31.1,0.12,1214,83.3,3707,31,20,0,90,31,40.9,371,28.6,19,30,9,1,0,0,0,0,"1.8",3e+06,0,0,1,0
"147","Fiorentina","Nicolás González","23",7,6,3,4,1,9.3,3.8,"FW",68.9,7,1,6,0.21,69,29,0.1,940,74.9,2865,38,40,12,83,28,30,369,30.9,30,33,3,0,0,0,0,0,"1.8",2.5e+07,1,0,0,0
"148","Fiorentina","Lucas Torreira","25",5,1,0,10,1,4.6,1.7,"MF",64.2,5,3,10,1.01,29,44.8,0.17,1372,87.6,5670,23,25,2,115,53,52.5,405,29.6,9,38,29,0,0,0,0,0,"1.66",2e+07,0,0,1,0
"149","Fiorentina","Igor","23",0,0,0,3,0,0.4,0.8,"DF",65.6,7,8,11,-0.02,7,14.3,0.06,1674,92.5,9634,5,2,0,75,59,63.6,284,32.4,53,58,48,3,0,0,0,0,"1.85",1.4e+07,0,1,0,0
"150","Fiorentina","Alfred Duncan","28",2,2,0,3,0,1.3,1.8,"MF",56.5,12,5,5,-0.24,11,27.3,0.12,950,79.1,4156,25,29,6,104,35,31.4,355,32.4,25,23,10,0,0,0,0,0,"1.78",8500000,0,0,1,0
"151","Fiorentina","Lorenzo Venuti","26",0,0,0,4,0,0.2,0.4,"DF",45.9,3,12,5,0.1,7,14.3,0.03,1048,86.5,5467,8,11,4,66,21,31.8,165,29.7,21,14,20,0,0,0,0,0,"1.79",3e+06,0,1,0,0
"152","Fiorentina","Álvaro Odriozola","25",1,2,0,4,1,1,3.8,"DF",50.7,7,5,6,0.01,4,50,0.24,1048,87.5,4925,30,19,10,45,27,30.8,291,32.6,36,28,21,1,0,0,0,0,"1.76",1.2e+07,0,1,0,0
"153","Fiorentina","Lucas Martínez Quarta","25",1,0,0,8,0,1.2,0.4,"DF",41.8,4,15,3,0.41,16,25,0.07,1119,91.2,7625,3,2,0,57,39,52.9,189,36,25,38,47,0,0,0,0,0,"1.83",1.2e+07,0,1,0,0
"154","Fiorentina","Gaetano Castrovilli","24",1,1,0,4,0,1.2,1.6,"MF",40.7,7,2,-1,0.09,16,12.5,0.07,551,74.4,1952,15,22,1,57,30,30.4,256,31.3,20,25,4,0,0,0,0,0,"1.87",1.2e+07,0,0,1,0
"155","Fiorentina","José Callejón","34",1,2,0,0,0,1.7,3,"FW",38,14,8,-3,-0.58,17,35.3,0.1,619,78.5,2262,22,22,7,45,20,26.9,169,30.8,9,12,3,0,0,0,0,0,"1.78",1e+06,1,0,0,0
"156","Fiorentina","Riccardo Sottil","22",3,2,0,4,1,2.5,2.1,"FW",36.2,10,9,-3,-0.14,22,45.5,0.12,386,78,864,14,18,6,26,10,33.3,118,28.8,11,2,3,0,0,0,0,0,"1.8",9e+06,1,0,0,0
"157","Fiorentina","Riccardo Saponara","29",3,3,0,1,0,2,3.2,"FW",37.5,16,7,17,0.4,37,37.8,0.05,552,77.5,2252,20,28,6,79,7,9.1,123,32.5,6,5,5,0,0,0,0,0,"1.84",2500000,1,0,0,0
"158","Fiorentina","Youssef Maleh","22",2,2,0,5,0,2.3,1,"MF",29.8,17,9,6,0.4,21,23.8,0.11,426,81,1420,12,8,5,29,29,52.4,275,28,18,8,3,0,0,0,0,0,"1.79",5e+06,0,0,1,0
"159","Fiorentina","Sofyan Amrabat","24",1,0,0,6,0,0.2,0.2,"MF",27.6,15,8,-1,-0.67,4,75,0.05,711,90.3,2929,7,7,0,48,31,51.6,254,29.5,27,10,7,1,0,0,0,0,"1.85",1e+07,0,0,1,0
"160","Fiorentina","Arthur","23",2,2,0,1,0,3.7,0.3,"FW",21.9,6,2,0,0.07,23,34.8,0.16,144,79.2,249,6,3,0,8,9,33.3,133,29.3,4,3,8,0,0,0,0,0,"1.72",1.8e+07,1,0,0,0
"161","Fiorentina","Erick Pulgar","27",0,1,0,2,0,0.1,0.7,"MF",10,2,6,-1,-0.84,3,66.7,0.03,236,88.6,975,7,2,0,12,6,40,50,20,4,6,5,1,0,0,0,0,"1.87",6500000,0,0,1,0
"162","Fiorentina","Matija Nastasić","28",0,0,0,1,0,0.1,0,"DF",6.4,3,24,-6,-2.08,1,100,0.06,150,92.7,773,1,0,0,3,3,100,21,42.9,4,6,10,0,0,0,0,0,"1.88",1500000,0,1,0,0
"163","Fiorentina","Aleksa Terzić","21",0,1,0,1,0,0,0.4,"DF",8,13,24,1,0.1,0,0,0,242,83.1,1332,5,8,6,12,9,50,51,39.2,6,11,5,0,0,0,0,0,"1.84",1500000,0,1,0,0
"164","Fiorentina","Marco Benassi","26",0,0,0,1,0,0.1,0.1,"DF",4.6,5,12,-2,-0.91,3,0,0.03,131,82.4,618,1,1,0,9,3,100,25,28,3,4,4,1,0,0,0,0,"1.84",2400000,0,1,0,0
"165","Fiorentina","Aleksandr Kokorin","30",0,0,0,1,0,0,0,"FW",1.6,6,21,-1,-3.71,0,0,0,26,65.4,33,0,0,0,1,1,100,11,27.3,1,0,0,0,0,0,0,0,"1.84",8e+05,1,0,0,0
"166","Fiorentina","Filippo Distefano","17",0,0,0,0,0,0,0,"FW",0.1,1,1,0,-5.25,0,0,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",3e+05,1,0,0,0
"167","Atalanta","Juan Musso","27",0,0,0,1,1,0,0,"GK",85.7,0,4,19,-0.22,0,0,0,951,74.1,12761,0,0,0,0,0,0,4,25,1,0,0,0,42,116,66.4,8,"1.91",1.8e+07,0,0,0,1
"168","Atalanta","José Luis Palomino","31",1,0,0,9,0,1.8,0.4,"DF",78.1,4,1,14,0.54,14,21.4,0.13,1649,82.6,8805,5,4,1,107,99,58.8,404,42.1,63,92,110,0,0,0,0,0,"1.88",7500000,0,1,0,0
"169","Atalanta","Davide Zappacosta","29",1,5,0,6,0,2.2,4.2,"DF",68.6,5,1,7,-0.11,37,13.5,0.06,1521,82.5,6998,35,39,21,102,31,40.6,400,28,53,21,17,0,0,0,0,0,"1.82",9e+06,0,1,0,0
"170","Atalanta","Marten de Roon","30",3,0,0,7,1,1.6,0.6,"MF",74.5,2,1,14,-0.19,22,22.7,0.07,1674,86.2,8551,9,24,0,139,83,46.3,553,30.9,35,66,58,0,0,0,0,0,"1.85",1.7e+07,0,0,1,0
"171","Atalanta","Remo Freuler","29",1,3,0,10,0,1.5,1.8,"MF",69.3,1,5,-1,-0.58,20,30,0.08,1689,85.8,7151,24,44,6,176,64,37.1,485,32,48,48,28,1,0,0,0,0,"1.8",2e+07,0,0,1,0
"172","Atalanta","Berat Djimsiti","28",1,1,0,6,0,1.8,1,"DF",66,6,1,11,-0.04,18,16.7,0.1,1427,85,7729,11,15,7,80,46,52.4,265,36.6,39,53,83,1,0,0,0,0,"1.9",1.7e+07,0,1,0,0
"173","Atalanta","Teun Koopmeiners","23",4,1,0,4,0,2.2,4.9,"MF",62.2,7,4,16,0.36,28,32.1,0.08,1482,80,7434,45,36,12,124,40,32.1,417,31.4,42,24,22,0,0,0,0,0,"1.83",2.5e+07,0,0,1,0
"174","Atalanta","Merih Demiral","23",1,2,0,8,0,2.2,0,"DF",56.1,6,6,8,-0.21,25,24,0.09,805,87.3,3501,1,1,0,21,40,55,346,39.9,41,55,86,1,0,0,0,0,"1.9",2.5e+07,0,1,0,0
"175","Atalanta","Duván Zapata","30",10,4,3,3,0,13.6,4.3,"FW",50.4,4,2,4,-0.03,78,39.7,0.15,557,76.3,925,38,21,4,28,7,50,165,27.9,13,8,7,0,0,0,0,0,"1.89",2.8e+07,1,0,0,0
"176","Atalanta","Ruslan Malinovskyi","28",6,5,0,10,0,3.7,6.2,"FW",46.5,11,1,8,-0.22,58,29.3,0.06,918,73.9,3844,45,48,7,109,27,44,360,27.2,23,7,3,0,0,0,0,0,"1.81",2.8e+07,1,0,0,0
"177","Atalanta","Matteo Pessina","24",1,1,0,0,0,2.7,1.3,"MF",42,9,7,1,-0.13,28,35.7,0.1,858,82.4,2902,22,14,1,70,28,28.6,290,37.6,35,21,8,0,0,0,0,0,"1.87",1.6e+07,0,0,1,0
"178","Atalanta","Luis Muriel","30",9,8,2,1,0,7.3,5.5,"FW",45,10,4,10,0.14,55,29.1,0.11,769,73,2686,60,38,8,70,18,35,225,28,15,9,5,0,0,0,0,0,"1.79",2e+07,1,0,0,0
"179","Atalanta","Rafael Tolói","30",1,1,0,6,0,1.3,0.5,"DF",42,4,1,11,0.22,11,18.2,0.12,940,83.5,5929,8,8,2,74,34,64.3,219,37,28,36,43,0,0,0,0,0,"1.85",8e+06,0,1,0,0
"180","Atalanta","Hans Hateboer","27",0,0,0,2,0,1.9,0.8,"DF",40.5,5,2,4,0.3,17,11.8,0.11,864,83,3851,12,18,8,56,24,32.1,157,24.2,17,6,19,0,0,0,0,0,"1.85",1.3e+07,0,1,0,0
"181","Atalanta","Giuseppe Pezzella","23",0,2,0,3,0,0.4,1.1,"DF",31.3,11,11,6,-0.39,9,11.1,0.05,650,78.2,2519,9,7,2,50,32,55.6,122,29.5,26,12,16,0,0,0,0,0,"1.87",5e+06,0,1,0,0
"182","Atalanta","Giorgio Scalvini","17",1,0,0,1,0,1.7,0.2,"DF",22.3,9,14,-4,-0.26,16,18.8,0.11,507,81.9,2782,4,5,0,49,26,38.1,130,30,16,22,16,0,0,0,0,0,"1.94",1e+07,0,1,0,0
"183","Atalanta","Marco Sportiello","29",0,0,0,1,0,0,0,"GK",13.2,0,31,-3,0.34,0,0,0,132,76.5,1455,0,0,0,0,0,0,0,0,0,0,0,0,5,16,81.3,2,"1.92",1500000,0,0,0,1
"184","Atalanta","Matteo Lovato","21",0,0,0,1,0,0,0.1,"DF",8.9,3,9,4,-0.34,1,0,0.05,196,85.2,1050,2,2,0,6,6,50,42,31,3,6,6,0,0,0,0,0,"1.88",7e+06,0,1,0,0
"185","Atalanta","Roberto Piccoli","20",1,0,0,0,0,1.1,0.2,"FW",5.7,11,9,2,-0.57,5,60,0.23,44,59.1,48,3,0,0,0,1,0,40,32.5,2,0,0,0,0,0,0,0,"1.9",4e+06,1,0,0,0
"186","Atalanta","Valentin Mihaila","21",0,0,0,0,0,0,0,"FW",2.2,5,11,1,-1.15,1,100,0.03,35,51.4,36,0,0,0,0,1,0,18,27.8,2,0,1,0,0,0,0,0,"1.8",5500000,1,0,0,0
"187","Atalanta","Moustapha Cissé","17",1,0,0,0,0,0.5,0,"FW",1.1,3,4,1,-0.34,3,33.3,0.17,11,63.6,13,0,0,0,1,2,0,14,35.7,1,1,0,0,0,0,0,0,"1.82",1e+06,1,0,0,0
"188","Atalanta","Sam Lammers","24",0,0,0,0,0,0,0,"FW",1.1,2,0,0,0.79,0,0,0,19,57.9,62,0,1,0,2,0,0,7,42.9,1,0,0,0,0,0,0,0,"1.91",3e+06,1,0,0,0
"189","Atalanta","Francesco Rossi","30",0,0,0,0,0,0,0,"GK",1.1,1,35,0,-1.01,0,0,0,16,68.8,209,0,0,0,0,0,0,0,0,0,0,0,0,1,2,50,0,"1.93",1e+05,0,0,0,1
"190","Atalanta","Tommaso De Nipoti","18",0,0,0,0,0,0,0,"MF",0.2,1,2,0,-1.16,0,0,0,2,50,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,"0",150000,0,0,1,0
"191","Atalanta","Giorgio Cittadini","19",0,0,0,0,0,0,0,"DF",0.1,2,9,1,2.9,0,0,0,2,50,21,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,"0",3e+05,0,1,0,0
"192","Hellas Verona","Lorenzo Montipò","25",0,0,0,1,0,0,0,"GK",89.5,0,2,7,-0.25,0,0,0,980,56,13829,0,0,0,0,0,0,0,0,0,0,3,2,50,135,64.4,4,"1.91",4500000,0,0,0,1
"193","Hellas Verona","Gianluca Caprari","28",12,7,2,4,0,7.3,6.8,"FW",80.1,2,0,16,0.73,65,40,0.09,1272,75.9,4157,66,66,7,119,43,30.6,438,31.3,42,18,6,0,0,0,0,0,"1.71",1e+07,1,0,0,0
"194","Hellas Verona","Darko Lazović","30",1,7,0,2,0,3.6,5.7,"DF",80.9,2,1,7,0.19,46,21.7,0.08,1543,71.2,9552,44,54,14,195,39,36.4,250,31.2,49,40,37,0,0,0,0,0,"1.81",4e+06,0,1,0,0
"195","Hellas Verona","Giovanni Simeone","26",17,5,0,8,0,10.7,2.7,"FW",77.6,3,1,14,0.04,71,46.5,0.14,690,71,1093,22,15,4,26,31,23.1,542,30.3,40,6,19,0,0,0,0,0,"1.81",1.7e+07,1,0,0,0
"196","Hellas Verona","Nicolò Casale","23",0,1,0,10,0,0.7,1.3,"DF",75.6,6,0,2,0.07,11,0,0.07,1182,81.7,6202,11,11,5,73,60,58.5,506,30.4,52,66,111,1,0,0,0,0,"1.91",7500000,0,1,0,0
"197","Hellas Verona","Davide Faraoni","29",4,5,0,8,1,2.7,2.9,"DF",75.2,2,0,10,-0.14,29,31,0.09,1369,70.1,9467,21,60,22,142,69,33.3,373,33.5,71,32,64,0,0,0,0,0,"1.8",5e+06,0,1,0,0
"198","Hellas Verona","Ivan Ilić","20",1,3,0,5,1,2.3,1.4,"MF",73.9,2,0,1,-0.06,22,22.7,0.11,1366,81,5083,21,20,6,97,45,30.4,413,32.2,39,44,61,0,0,0,0,0,"1.85",1.4e+07,0,0,1,0
"199","Hellas Verona","Koray Günter","26",0,0,0,10,0,0.3,0.7,"DF",70.5,1,2,2,-0.09,6,33.3,0.05,1228,83.6,8291,5,2,0,88,35,48.1,234,32.9,49,67,163,1,0,0,0,0,"1.86",5e+06,0,1,0,0
"200","Hellas Verona","Federico Ceccherini","29",1,0,0,12,1,1.8,0.7,"DF",68.9,5,2,0,0.04,11,18.2,0.17,1215,80.9,6876,9,6,0,84,39,53.6,309,33.3,33,64,103,0,0,0,0,0,"1.87",4e+06,0,1,0,0
"201","Hellas Verona","Miguel Veloso","35",0,3,0,7,1,0.6,2,"MF",39.3,5,3,-1,0.62,17,23.5,0.04,919,79.4,4565,26,19,5,73,25,42.9,206,27.7,22,20,20,1,0,0,0,0,"1.8",9e+05,0,0,1,0
"202","Hellas Verona","Kevin Lasagna","28",2,4,0,1,0,3.5,2.2,"FW",34.6,17,6,-5,-0.01,41,39,0.09,287,66.9,724,14,15,1,23,14,28.6,196,29.6,15,7,7,0,0,0,0,0,"1.81",3500000,1,0,0,0
"203","Hellas Verona","Fabio Depaoli","24",1,1,0,3,0,0.6,0.3,"DF",20.6,11,0,-3,-0.18,9,44.4,0.06,290,63.1,1735,4,15,5,30,12,22.2,126,28.6,15,10,19,0,0,0,0,0,"1.82",2800000,0,1,0,0
"204","Hellas Verona","Martin Hongla","23",1,0,0,3,0,1.5,0,"MF",19,11,11,-5,-0.79,9,44.4,0.17,304,77,922,1,3,0,17,22,55.6,108,32.4,5,10,20,0,0,0,0,0,"1.81",4e+06,0,0,1,0
"205","Hellas Verona","Bosko Sutalo","21",0,0,0,0,0,0.3,0.1,"DF",26.9,18,9,-6,-0.12,5,20,0.05,487,78.6,2284,2,4,3,30,24,68.8,158,32.3,20,31,42,0,0,0,0,0,"1.88",3e+06,0,1,0,0
